Année,Numéro,Département,Code INSEE,Nom de la commune,Date de première alerte,Surface parcourue (m2),Surface forêt (m2),Surface maquis garrigues (m2),Autres surfaces naturelles hors forêt (m2),Surface autres terres boisées (m2),Surfaces non boisées naturelles (m2),Surfaces non boisées artificialisées (m2),Surfaces non boisées (m2),Précision des surfaces,Type de peuplement,Nature,latitude,longitude,temp,humidity,pressure,wind_speed,wind_deg,rain_1h,Nature_encoded,date_str,image_path
2015,8131,34,34242,Saint-Bauzille-de-Montmel,2015-08-10 13:34:00,8,8.0,800.0,0.0,0.0,0.0,0.0,0.0,,3.0,Involontaire (travaux),43.7640751,3.3333848,20.6,53.0,1016.9,11.2,210.0,0.0,2,2015-08-10,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_1998_43.7641_3.3334_2015-08-10.png
2015,8522,34,34189,Olonzac,2015-08-10 18:56:00,300,300.0,300.0,0.0,0.0,0.0,0.0,0.0,,1.0,Involontaire (travaux),46.2337295,5.3538775,19.4,84.0,1016.6,13.0,350.0,0.0,2,2015-08-10,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_1999_46.2337_5.3539_2015-08-10.png
2015,8609,11,11396,Trausse,2015-08-10 22:39:00,70,300.0,800.0,0.0,0.0,0.0,0.0,0.0,,1.0,Malveillance,46.2337295,5.3538775,18.8,89.0,1017.1,5.4,10.0,0.0,3,2015-08-10,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2000_46.2337_5.3539_2015-08-10.png
2015,8423,2A,2A362,Zonza,2015-08-11 09:34:00,2,300.0,2.0,0.0,0.0,0.0,0.0,0.0,,1.0,Naturelle,46.2337295,5.3538775,20.6,79.0,1016.5,7.6,350.0,0.0,4,2015-08-11,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2001_46.2337_5.3539_2015-08-11.png
2015,8424,2A,2A362,Zonza,2015-08-11 09:38:00,50,300.0,50.0,0.0,0.0,0.0,0.0,0.0,,1.0,Involontaire (travaux),46.2337295,5.3538775,20.6,79.0,1016.5,7.6,350.0,0.0,2,2015-08-11,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2002_46.2337_5.3539_2015-08-11.png
2015,8297,34,34132,Lauroux,2015-08-11 11:03:00,3500,300.0,3500.0,0.0,0.0,0.0,0.0,0.0,,1.0,Malveillance,43.7249868,3.8887846,28.5,48.0,1014.2,11.2,180.0,0.0,3,2015-08-11,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2003_43.7250_3.8888_2015-08-11.png
2015,8523,34,34033,Boisseron,2015-08-11 11:36:00,8000,300.0,4000.0,0.0,0.0,0.0,0.0,4000.0,,1.0,Involontaire (travaux),46.2337295,5.3538775,21.7,76.0,1016.4,7.6,300.0,0.0,2,2015-08-11,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2004_46.2337_5.3539_2015-08-11.png
2015,10637,83,83107,Roquebrune-sur-Argens,2015-08-11 15:19:00,8500,8500.0,800.0,0.0,0.0,0.0,0.0,0.0,,3.0,Accidentelle,46.2337295,5.3538775,24.7,68.0,1015.1,7.6,50.0,0.0,0,2015-08-11,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2005_46.2337_5.3539_2015-08-11.png
2015,8524,34,34033,Boisseron,2015-08-11 15:33:00,2100,300.0,2100.0,0.0,0.0,0.0,0.0,0.0,,1.0,Involontaire (travaux),46.2337295,5.3538775,24.7,68.0,1015.1,7.6,50.0,0.0,2,2015-08-11,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2006_46.2337_5.3539_2015-08-11.png
2015,7915,07,07310,Savas,2015-08-11 15:41:00,1500,300.0,1200.0,0.0,0.0,0.0,0.0,0.0,,4.0,Accidentelle,44.9128102,4.2826788,20.6,53.0,1016.9,11.2,210.0,0.0,0,2015-08-11,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2007_44.9128_4.2827_2015-08-11.png
2015,2545,47,47326,Virazeil,2015-08-11 15:46:00,20000,20000.0,800.0,0.0,0.0,0.0,0.0,0.0,,1.0,Involontaire (travaux),46.2337295,5.3538775,24.7,68.0,1015.1,7.6,50.0,0.0,2,2015-08-11,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2008_46.2337_5.3539_2015-08-11.png
2015,9619,11,11370,Salles-d'Aude,2015-08-11 16:08:00,20,300.0,800.0,0.0,0.0,0.0,0.0,0.0,,1.0,Accidentelle,42.9077851,3.0314116,24.1,74.0,1013.6,11.2,170.0,0.0,0,2015-08-11,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2009_42.9078_3.0314_2015-08-11.png
2015,8303,34,34285,Saint-Pons-de-Mauchiens,2015-08-11 22:36:00,5,5.0,800.0,0.0,0.0,0.0,0.0,0.0,,3.0,Malveillance,43.5364488,3.4436221,20.2,82.0,1016.3,5.4,40.0,0.0,3,2015-08-11,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2010_43.5364_3.4436_2015-08-11.png
2015,8304,34,34285,Saint-Pons-de-Mauchiens,2015-08-11 23:07:00,50,300.0,50.0,0.0,0.0,0.0,0.0,0.0,,1.0,Malveillance,43.5364488,3.4436221,19.4,84.0,1016.2,1.8,350.0,0.0,3,2015-08-11,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2011_43.5364_3.4436_2015-08-11.png
2015,8014,13,13012,Beaurecueil,2015-08-12 05:27:00,600,600.0,800.0,0.0,0.0,0.0,0.0,0.0,,1.0,Involontaire (particulier),43.3086205,5.4282661,21.9,62.0,1016.3,0.0,260.0,0.0,1,2015-08-12,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2012_43.3086_5.4283_2015-08-12.png
2015,8525,34,34242,Saint-Bauzille-de-Montmel,2015-08-12 12:25:00,5,5.0,800.0,0.0,0.0,0.0,0.0,0.0,,3.0,Involontaire (travaux),43.7640751,3.3333848,20.6,53.0,1016.9,11.2,210.0,0.0,2,2015-08-12,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2013_43.7641_3.3334_2015-08-12.png
2015,8610,11,11296,Pouzols-Minervois,2015-08-12 13:29:00,24800,300.0,800.0,0.0,0.0,0.0,0.0,0.0,,1.0,Malveillance,46.2337295,5.3538775,33.4,36.0,1015.8,5.4,230.0,0.0,3,2015-08-12,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2014_46.2337_5.3539_2015-08-12.png
2015,9664,30,30189,Nîmes,2015-08-12 13:37:00,5610,300.0,800.0,0.0,0.0,0.0,0.0,0.0,,1.0,Accidentelle,46.2337295,5.3538775,33.4,36.0,1015.8,5.4,230.0,0.0,0,2015-08-12,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2015_46.2337_5.3539_2015-08-12.png
2015,8305,34,34302,Siran,2015-08-12 13:58:00,185000,150000.0,30000.0,0.0,0.0,0.0,0.0,5000.0,,4.0,Malveillance,43.4182817,3.3851568,29.1,54.0,1016.9,13.0,130.0,0.0,3,2015-08-12,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2016_43.4183_3.3852_2015-08-12.png
2015,8340,34,34242,Saint-Bauzille-de-Montmel,2015-08-12 16:41:00,240,240.0,800.0,0.0,0.0,0.0,0.0,0.0,,3.0,Involontaire (travaux),43.7640751,3.3333848,20.6,53.0,1016.9,11.2,210.0,0.0,2,2015-08-12,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2017_43.7641_3.3334_2015-08-12.png
2015,10467,83,83095,Pontevès,2015-08-13 10:46:00,3000,3000.0,800.0,0.0,0.0,0.0,0.0,0.0,,4.0,Involontaire (particulier),46.2337295,5.3538775,30.5,40.0,1012.2,9.4,200.0,0.0,1,2015-08-13,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2018_46.2337_5.3539_2015-08-13.png
2015,8285,06,06015,Berre-les-Alpes,2015-08-13 13:05:00,200,300.0,200.0,0.0,0.0,0.0,0.0,0.0,,1.0,Involontaire (particulier),14.578242,121.1260568,28.0,89.0,1011.0,0.0,10.0,0.0,1,2015-08-13,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2019_14.5782_121.1261_2015-08-13.png
2015,8286,06,06134,Séranon,2015-08-13 13:21:00,200,300.0,200.0,0.0,0.0,0.0,0.0,0.0,,1.0,Involontaire (particulier),45.1867219,9.1492137,34.0,36.0,1011.0,9.4,120.0,0.0,1,2015-08-13,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2020_45.1867_9.1492_2015-08-13.png
2015,8382,13,13047,Istres,2015-08-13 15:30:00,30,30.0,800.0,0.0,0.0,0.0,0.0,0.0,,1.0,Accidentelle,48.8226318,2.377738,28.1,44.0,1010.0,13.0,180.0,0.0,0,2015-08-13,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2021_48.8226_2.3777_2015-08-13.png
2015,8207,66,66205,Tautavel,2015-08-13 17:40:00,100,300.0,100.0,0.0,0.0,0.0,0.0,0.0,,1.0,Malveillance,32.7569047,-97.0696914,32.0,52.0,1017.6,7.6,60.0,0.0,3,2015-08-13,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2022_32.7569_-97.0697_2015-08-13.png
2015,8381,13,13108,Tarascon,2015-08-13 17:50:00,50,50.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,Naturelle,43.716599,5.7534447,20.6,53.0,1016.9,11.2,210.0,0.0,4,2015-08-13,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2023_43.7166_5.7534_2015-08-13.png
2015,8290,06,06091,Peille,2015-08-13 21:12:00,40,300.0,40.0,0.0,0.0,0.0,0.0,0.0,,1.0,Involontaire (particulier),14.578242,121.1260568,25.8,98.0,1010.6,21.6,220.0,0.0,1,2015-08-13,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2024_14.5782_121.1261_2015-08-13.png
2015,8214,83,83071,La Londe-les-Maures,2015-08-14 14:13:00,2500,2500.0,800.0,0.0,0.0,0.0,0.0,0.0,,4.0,Involontaire (particulier),43.1209001,5.9500443,26.3,56.0,1010.0,44.6,280.0,0.0,1,2015-08-14,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2025_43.1209_5.9500_2015-08-14.png
2015,8215,83,83028,Callas,2015-08-14 14:56:00,20,20.0,800.0,0.0,0.0,0.0,0.0,0.0,,3.0,Accidentelle,46.2337295,5.3538775,25.7,49.0,1009.5,9.4,190.0,0.0,0,2015-08-14,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2026_46.2337_5.3539_2015-08-14.png
2015,8291,06,06091,Peille,2015-08-14 16:35:00,30,300.0,30.0,0.0,0.0,0.0,0.0,0.0,,1.0,Naturelle,14.578242,121.1260568,28.0,89.0,1010.0,0.0,210.0,0.0,4,2015-08-14,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2027_14.5782_121.1261_2015-08-14.png
2015,8611,11,11041,Bize-Minervois,2015-08-14 21:51:00,30,300.0,800.0,0.0,0.0,0.0,0.0,0.0,,1.0,Malveillance,48.573772,7.7657252,19.9,82.0,1009.0,7.6,200.0,0.0,3,2015-08-14,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2028_48.5738_7.7657_2015-08-14.png
2015,8612,11,11296,Pouzols-Minervois,2015-08-15 10:40:00,5,300.0,800.0,0.0,0.0,0.0,0.0,0.0,,1.0,Involontaire (travaux),46.2337295,5.3538775,19.0,61.0,1014.4,9.4,10.0,0.0,2,2015-08-15,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2029_46.2337_5.3539_2015-08-15.png
2015,8384,13,13038,Fontvieille,2015-08-15 16:04:00,200,200.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,Naturelle,45.8319718,7.7395665,20.6,53.0,1016.9,11.2,210.0,0.0,4,2015-08-15,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2030_45.8320_7.7396_2015-08-15.png
2015,8614,11,11266,Port-la-Nouvelle,2015-08-15 17:14:00,5,300.0,800.0,0.0,0.0,0.0,0.0,0.0,,1.0,Malveillance,48.570223,7.761105,19.3,70.0,1012.7,18.4,280.0,0.0,3,2015-08-15,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2031_48.5702_7.7611_2015-08-15.png
2015,8254,2B,2B049,Calenzana,2015-08-15 17:55:00,52,0.0,52.0,0.0,0.0,0.0,0.0,0.0,,1.0,Malveillance,46.2337295,5.3538775,20.6,53.0,1016.9,11.2,210.0,0.0,3,2015-08-15,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2032_46.2337_5.3539_2015-08-15.png
2015,8613,11,11379,Sigean,2015-08-15 18:17:00,25100,300.0,800.0,0.0,0.0,0.0,0.0,0.0,,1.0,Involontaire (particulier),48.6011957,7.7042444,18.8,71.0,1013.1,16.6,270.0,0.0,1,2015-08-15,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2033_48.6012_7.7042_2015-08-15.png
2015,8313,34,34302,Siran,2015-08-15 19:49:00,50,50.0,800.0,0.0,0.0,0.0,0.0,0.0,,6.0,Involontaire (travaux),43.4182817,3.3851568,22.3,44.0,1012.8,20.5,310.0,0.0,2,2015-08-15,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2034_43.4183_3.3852_2015-08-15.png
2015,8386,13,13022,Cassis,2015-08-15 20:13:00,3,3.0,800.0,0.0,0.0,0.0,0.0,0.0,,1.0,Malveillance,45.8319718,7.7395665,20.6,53.0,1016.9,11.2,210.0,0.0,3,2015-08-15,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2035_45.8320_7.7396_2015-08-15.png
2015,8218,83,83054,La Farlède,2015-08-15 22:02:00,10000,300.0,10000.0,0.0,0.0,0.0,0.0,0.0,,1.0,Involontaire (particulier),46.2337295,5.3538775,15.0,86.0,1015.4,11.2,30.0,0.0,1,2015-08-15,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2036_46.2337_5.3539_2015-08-15.png
2015,8390,13,13047,Istres,2015-08-16 02:56:00,10000,10000.0,800.0,0.0,0.0,0.0,0.0,0.0,,1.0,Malveillance,48.8226318,2.377738,14.7,77.0,1016.3,9.4,290.0,0.0,3,2015-08-16,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2037_48.8226_2.3777_2015-08-16.png
2015,8274,83,83126,La Seyne-sur-Mer,2015-08-16 07:02:00,30,30.0,800.0,0.0,0.0,0.0,0.0,0.0,,2.0,Accidentelle,46.2337295,5.3538775,14.5,90.0,1014.9,13.0,350.0,0.0,0,2015-08-16,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2038_46.2337_5.3539_2015-08-16.png
2015,8294,06,06162,La Brigue,2015-08-16 09:29:00,30,300.0,30.0,0.0,0.0,0.0,0.0,0.0,,1.0,Naturelle,37.9534483,58.3608746,20.6,53.0,1016.9,11.2,210.0,0.0,4,2015-08-16,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2039_37.9534_58.3609_2015-08-16.png
2015,8344,48,48070,Grandrieu,2015-08-16 14:41:00,5900,5000.0,800.0,0.0,0.0,0.0,0.0,100.0,,4.0,Naturelle,46.2337295,5.3538775,20.6,59.0,1013.4,14.8,30.0,0.0,4,2015-08-16,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2040_46.2337_5.3539_2015-08-16.png
2015,8429,2A,2A269,Sari-Solenzara,2015-08-16 15:18:00,37600,300.0,37600.0,0.0,0.0,0.0,0.0,0.0,,1.0,Accidentelle,46.2337295,5.3538775,20.6,53.0,1016.9,11.2,210.0,0.0,0,2015-08-16,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2041_46.2337_5.3539_2015-08-16.png
2015,8391,13,13050,Lambesc,2015-08-16 18:59:00,5,5.0,800.0,0.0,0.0,0.0,0.0,0.0,,1.0,Malveillance,48.5919757,7.7202636,18.2,71.0,1013.6,11.2,20.0,0.0,3,2015-08-16,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2042_48.5920_7.7203_2015-08-16.png
2015,8615,11,11014,Armissan,2015-08-16 20:11:00,1000,300.0,800.0,0.0,0.0,0.0,0.0,0.0,,1.0,Malveillance,45.8319718,7.7395665,20.6,53.0,1016.9,11.2,210.0,0.0,3,2015-08-16,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2043_45.8320_7.7396_2015-08-16.png
2015,8258,2B,2B049,Calenzana,2015-08-16 20:31:00,666,666.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,Malveillance,46.2337295,5.3538775,20.6,53.0,1016.9,11.2,210.0,0.0,3,2015-08-16,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2044_46.2337_5.3539_2015-08-16.png
2015,8317,34,34189,Olonzac,2015-08-17 11:58:00,2800,2800.0,800.0,0.0,0.0,0.0,0.0,0.0,,4.0,Malveillance,46.2337295,5.3538775,21.7,55.0,1012.8,16.6,360.0,0.0,3,2015-08-17,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2045_46.2337_5.3539_2015-08-17.png
2015,8351,2B,2B049,Calenzana,2015-08-17 13:17:00,23,0.0,23.0,0.0,0.0,0.0,0.0,0.0,,1.0,Malveillance,46.2337295,5.3538775,20.6,53.0,1016.9,11.2,210.0,0.0,3,2015-08-17,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2046_46.2337_5.3539_2015-08-17.png
2015,1760,33,33494,Salaunes,2015-08-17 13:42:00,20000,20000.0,800.0,0.0,0.0,0.0,0.0,0.0,,1.0,Naturelle,46.2337295,5.3538775,24.2,46.0,1012.1,14.8,10.0,0.0,4,2015-08-17,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2047_46.2337_5.3539_2015-08-17.png
2015,8573,2B,2B341,Venaco,2015-08-17 14:55:00,480000,230000.0,250000.0,0.0,0.0,0.0,0.0,0.0,,1.0,Involontaire (particulier),46.2337295,5.3538775,20.6,53.0,1016.9,11.2,210.0,0.0,1,2015-08-17,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2048_46.2337_5.3539_2015-08-17.png
2015,8526,34,34079,Clermont-l'Hérault,2015-08-17 15:18:00,200,300.0,200.0,0.0,0.0,0.0,0.0,0.0,,1.0,Involontaire (particulier),46.2337295,5.3538775,23.8,42.0,1011.9,16.6,340.0,0.0,1,2015-08-17,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2049_46.2337_5.3539_2015-08-17.png
2015,8720,11,11049,Bram,2015-08-17 16:19:00,2786,300.0,800.0,0.0,0.0,0.0,0.0,0.0,,1.0,Involontaire (travaux),46.2337295,5.3538775,22.1,52.0,1012.3,22.3,340.0,0.0,2,2015-08-17,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2050_46.2337_5.3539_2015-08-17.png
2015,8393,13,13005,Aubagne,2015-08-17 16:28:00,92700,92700.0,800.0,0.0,0.0,0.0,0.0,0.0,,1.0,Malveillance,43.2924493,5.3949628,25.9,40.0,1010.0,37.1,230.0,0.0,3,2015-08-17,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2051_43.2924_5.3950_2015-08-17.png
2015,8319,34,34006,Aigne,2015-08-17 17:25:00,11700,1700.0,5000.0,0.0,0.0,0.0,0.0,5000.0,,1.0,Involontaire (particulier),43.6171827,3.907736,29.0,29.0,1009.9,27.7,280.0,0.0,1,2015-08-17,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2052_43.6172_3.9077_2015-08-17.png
2015,8292,66,66190,Salses-le-Château,2015-08-17 18:37:00,50,50.0,800.0,0.0,0.0,0.0,0.0,0.0,,4.0,Involontaire (particulier),42.5086759,3.0740691,24.2,49.0,1013.0,18.4,310.0,0.0,1,2015-08-17,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2053_42.5087_3.0741_2015-08-17.png
2015,8331,83,83091,Pierrefeu-du-Var,2015-08-17 18:56:00,300,300.0,800.0,0.0,0.0,0.0,0.0,0.0,,4.0,Involontaire (particulier),46.2337295,5.3538775,19.8,60.0,1013.5,18.4,340.0,0.0,1,2015-08-17,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2054_46.2337_5.3539_2015-08-17.png
2015,8395,13,13005,Aubagne,2015-08-17 19:27:00,200,200.0,800.0,0.0,0.0,0.0,0.0,0.0,,1.0,Malveillance,43.2924493,5.3949628,23.4,55.0,1010.6,24.1,230.0,0.0,3,2015-08-17,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2055_43.2924_5.3950_2015-08-17.png
2015,8397,13,13045,Graveson,2015-08-17 20:17:00,3000,3000.0,800.0,0.0,0.0,0.0,0.0,0.0,,1.0,Malveillance,48.8278246,2.3705581,17.8,48.0,1016.1,13.0,340.0,0.0,3,2015-08-17,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2056_48.8278_2.3706_2015-08-17.png
2015,8336,34,34006,Aigne,2015-08-18 00:47:00,100,300.0,100.0,0.0,0.0,0.0,0.0,0.0,,1.0,Involontaire (travaux),43.6171827,3.907736,19.7,57.0,1013.2,5.4,330.0,0.0,2,2015-08-18,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2057_43.6172_3.9077_2015-08-18.png
2015,8352,2B,2B045,Bustanico,2015-08-18 00:50:00,1000,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,,3.0,Malveillance,46.2337295,5.3538775,20.6,53.0,1016.9,11.2,210.0,0.0,3,2015-08-18,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2058_46.2337_5.3539_2015-08-18.png
2015,8400,13,13079,Puyloubier,2015-08-18 07:10:00,150,150.0,800.0,0.0,0.0,0.0,0.0,0.0,,1.0,Malveillance,46.2337295,5.3538775,15.7,83.0,1014.9,7.6,10.0,0.0,3,2015-08-18,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2059_46.2337_5.3539_2015-08-18.png
2015,9665,30,30132,La Grand-Combe,2015-08-18 13:23:00,100,300.0,800.0,0.0,0.0,0.0,0.0,0.0,,5.0,Malveillance,43.7927438,4.3909451,27.4,33.0,1012.4,11.2,310.0,0.0,3,2015-08-18,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_2060_43.7927_4.3909_2015-08-18.png
